NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,Pose_name
0.4213281273841858,0.3116578757762909,0.43750709295272827,0.29218170046806335,0.442699670791626,0.2917410433292389,0.44776543974876404,0.2913394272327423,0.4353615641593933,0.29233941435813904,0.4388882517814636,0.29188472032546997,0.4426864981651306,0.29106640815734863,0.4811813533306122,0.29741722345352173,0.47840550541877747,0.2958163917064667,0.438854455947876,0.33063963055610657,0.4356039762496948,0.3320428133010864,0.5262318253517151,0.36371493339538574,0.5330361127853394,0.368647038936615,0.46471863985061646,0.24541550874710083,0.4634479880332947,0.24749505519866943,0.4144916832447052,0.1217530369758606,0.423343688249588,0.14373824000358582,0.39714163541793823,0.08751547336578369,0.41371363401412964,0.11459863185882568,0.41948825120925903,0.07993811368942261,0.43530726432800293,0.10946208238601685,0.42646411061286926,0.09231871366500854,0.43957823514938354,0.11757591366767883,0.6768450140953064,0.6451104879379272,0.6719601154327393,0.6286585927009583,0.46555033326148987,0.7434884309768677,0.4851168394088745,0.7304581999778748,0.5982279181480408,0.9082933068275452,0.5987812280654907,0.8945342898368835,0.6499997973442078,0.9338029623031616,0.6510842442512512,0.9235394597053528,0.5035667419433594,0.9450182914733887,0.5097349286079407,0.9364054799079895,chair_pose
0.37962695956230164,0.2802080512046814,0.3947576880455017,0.2616019546985626,0.40004637837409973,0.2618333399295807,0.40535733103752136,0.2624734044075012,0.39267632365226746,0.2621241509914398,0.39673274755477905,0.2627345025539398,0.4014730155467987,0.2635575532913208,0.4403308033943176,0.27043789625167847,0.4383482336997986,0.27007248997688293,0.3937818109989166,0.2989795506000519,0.3910500407218933,0.3004157841205597,0.48947083950042725,0.3429892063140869,0.48555096983909607,0.3380257189273834,0.3914097845554352,0.22531947493553162,0.3968835175037384,0.22922763228416443,0.3366576135158539,0.11411017179489136,0.34658101201057434,0.12903514504432678,0.32186102867126465,0.08175766468048096,0.3363548219203949,0.09639757871627808,0.34189048409461975,0.07626879215240479,0.35099026560783386,0.09171032905578613,0.3492943048477173,0.08766680955886841,0.35808101296424866,0.102792888879776,0.6679250597953796,0.5937609672546387,0.6569504737854004,0.5857927203178406,0.45963963866233826,0.7425262928009033,0.4735029339790344,0.7366560697555542,0.5593453645706177,0.9246202707290649,0.5554134249687195,0.9146001935005188,0.6019151210784912,0.9568180441856384,0.5994965434074402,0.9493744969367981,0.4293839931488037,0.9586103558540344,0.4353541433811188,0.9492525458335876,chair_pose
0.44296592473983765,0.21859341859817505,0.4543154835700989,0.20098799467086792,0.4579008221626282,0.20200619101524353,0.4614327549934387,0.20321345329284668,0.4534631371498108,0.19933317601680756,0.45610490441322327,0.19931074976921082,0.45885246992111206,0.1993306577205658,0.48958083987236023,0.2199828028678894,0.48578864336013794,0.21711698174476624,0.4514751732349396,0.24497917294502258,0.4495636522769928,0.24406972527503967,0.49826109409332275,0.3371439576148987,0.49232035875320435,0.3271005153656006,0.31518033146858215,0.3744179606437683,0.3190164864063263,0.3425748646259308,0.16120785474777222,0.3662787079811096,0.1760740578174591,0.350566029548645,0.12034499645233154,0.36414265632629395,0.13480901718139648,0.35122084617614746,0.11263185739517212,0.3553228974342346,0.1205911636352539,0.350536584854126,0.1276271939277649,0.3568154275417328,0.13889282941818237,0.35140010714530945,0.6845343112945557,0.5958991646766663,0.6604572534561157,0.5758252739906311,0.4550768733024597,0.6802880764007568,0.45492303371429443,0.6632717251777649,0.5748790502548218,0.8854201436042786,0.5576532483100891,0.8618084788322449,0.606970489025116,0.9153916835784912,0.5912317037582397,0.8944367170333862,0.48991698026657104,0.9261437058448792,0.4813544452190399,0.9049133062362671,chair_pose
0.396570086479187,0.23819883167743683,0.41321176290512085,0.22631536424160004,0.41694730520248413,0.22647158801555634,0.4203963279724121,0.22701814770698547,0.41178447008132935,0.2263721227645874,0.4141032099723816,0.22655029594898224,0.41634267568588257,0.2267666906118393,0.4437350630760193,0.24087858200073242,0.43966376781463623,0.23834915459156036,0.40020105242729187,0.2559579014778137,0.3990902602672577,0.25540533661842346,0.4446064829826355,0.3129923939704895,0.46597886085510254,0.3126489520072937,0.2862596809864044,0.228602796792984,0.31253233551979065,0.2341931164264679,0.18213719129562378,0.12895041704177856,0.21563664078712463,0.14541971683502197,0.1567811369895935,0.10104253888130188,0.20223724842071533,0.12142926454544067,0.17174366116523743,0.09386113286018372,0.20653656125068665,0.115962915122509,0.18054720759391785,0.10299140214920044,0.2110784351825714,0.12416422367095947,0.5662528872489929,0.5682204365730286,0.5803540945053101,0.5653259754180908,0.37072324752807617,0.7152390480041504,0.39168429374694824,0.7178086042404175,0.46035146713256836,0.9112638235092163,0.4632621705532074,0.9082542061805725,0.4930576682090759,0.939162015914917,0.49392786622047424,0.9372876882553101,0.360482782125473,0.9490290284156799,0.3675970435142517,0.9482588768005371,chair_pose
0.7093633413314819,0.28004246950149536,0.7354332208633423,0.26655101776123047,0.7398034334182739,0.267299622297287,0.7436088919639587,0.26853594183921814,0.7336715459823608,0.2669450044631958,0.7371929883956909,0.2679591178894043,0.7407190799713135,0.26902902126312256,0.7673829793930054,0.2835189402103424,0.7670488953590393,0.2820121943950653,0.7136458158493042,0.30058568716049194,0.7096055150032043,0.3015283942222595,0.7866580486297607,0.3500259816646576,0.7853479981422424,0.35099151730537415,0.6979632377624512,0.23205748200416565,0.71695876121521,0.23988798260688782,0.6617097854614258,0.11723032593727112,0.6693387031555176,0.13336172699928284,0.6540754437446594,0.08623797446489334,0.665583074092865,0.10403582453727722,0.6812310218811035,0.07803398370742798,0.6860628128051758,0.09768450260162354,0.6866053938865662,0.09015744179487228,0.6905113458633423,0.1088586151599884,0.9062259793281555,0.6271981596946716,0.8960564136505127,0.6213545799255371,0.6826421022415161,0.765754759311676,0.6865022778511047,0.7596290707588196,0.7988401651382446,0.9370352029800415,0.7955262064933777,0.9248276948928833,0.8378146886825562,0.9646744728088379,0.8359565734863281,0.9530496597290039,0.6756890416145325,0.9614614248275757,0.67979496717453,0.9533609747886658,chair_pose
0.6466169953346252,0.14485952258110046,0.6694050431251526,0.1217508316040039,0.6751881837844849,0.12260773777961731,0.6804095506668091,0.12329098582267761,0.6688011288642883,0.11880317330360413,0.673644483089447,0.11804474145174026,0.6782131195068359,0.11731374263763428,0.7288616895675659,0.1350797414779663,0.724721372127533,0.13216835260391235,0.6669824123382568,0.16972872614860535,0.6615015864372253,0.16724902391433716,0.7198439836502075,0.26220032572746277,0.7315343618392944,0.2595459520816803,0.44182726740837097,0.25579002499580383,0.4569252133369446,0.2564040422439575,0.20108038187026978,0.2441290020942688,0.21150225400924683,0.24350476264953613,0.1283828616142273,0.2472025603055954,0.14399635791778564,0.24213984608650208,0.12313777208328247,0.24070696532726288,0.1338765025138855,0.24252818524837494,0.15316879749298096,0.24337127804756165,0.1631036400794983,0.24569405615329742,0.7957065105438232,0.6095988154411316,0.7785729169845581,0.5945027470588684,0.4391511082649231,0.717153787612915,0.4451404809951782,0.6949287056922913,0.7431032657623291,0.867536187171936,0.7274642586708069,0.8500410914421082,0.805168092250824,0.8702157139778137,0.7928674817085266,0.85172438621521,0.7049911618232727,0.9624943137168884,0.7135832905769348,0.942263126373291,chair_pose
0.34062695503234863,0.2779303193092346,0.33996424078941345,0.2581726014614105,0.3439413607120514,0.2560912072658539,0.347289115190506,0.25406503677368164,0.3379395008087158,0.2580004632472992,0.3406260013580322,0.255690336227417,0.3431873619556427,0.25314655900001526,0.3840365409851074,0.2431650608778,0.38230857253074646,0.24291881918907166,0.3750058710575104,0.2861606478691101,0.3713395595550537,0.2870806157588959,0.4779481589794159,0.3307345509529114,0.5082351565361023,0.3262566924095154,0.35917171835899353,0.46445122361183167,0.3937993347644806,0.4463340640068054,0.24686121940612793,0.4002045691013336,0.26213333010673523,0.3993721306324005,0.19040444493293762,0.3861636519432068,0.20162256062030792,0.3845500946044922,0.22016027569770813,0.36791807413101196,0.23597589135169983,0.3674810826778412,0.245510995388031,0.3719916045665741,0.25943487882614136,0.37028932571411133,0.7039340138435364,0.5509396195411682,0.6852027773857117,0.5392566323280334,0.467529296875,0.6971215605735779,0.39288368821144104,0.6009682416915894,0.6149279475212097,0.8701682090759277,0.4640592932701111,0.682864248752594,0.6549265384674072,0.8988273739814758,0.5834456086158752,0.7438546419143677,0.476978063583374,0.9047425389289856,0.3726348578929901,0.7434473037719727,chair_pose
0.47863656282424927,0.3777153193950653,0.4849300980567932,0.3586900532245636,0.48928144574165344,0.35724735260009766,0.4938671886920929,0.35584408044815063,0.485521137714386,0.3581562340259552,0.48970311880111694,0.3567960858345032,0.49455249309539795,0.3550758361816406,0.5295495986938477,0.3551279604434967,0.5287456512451172,0.35461992025375366,0.5023123025894165,0.39244216680526733,0.5017557144165039,0.39262858033180237,0.5725420713424683,0.428485631942749,0.5836071372032166,0.43560394644737244,0.3626753091812134,0.43644919991493225,0.3870934844017029,0.436339795589447,0.17994427680969238,0.4237034320831299,0.2083866000175476,0.427910178899765,0.14074403047561646,0.4228430390357971,0.1683495044708252,0.4212445616722107,0.1389017105102539,0.4170002341270447,0.16163887083530426,0.4193685054779053,0.15104031562805176,0.41942018270492554,0.17144888639450073,0.4226604700088501,0.8595518469810486,0.6355180144309998,0.8475471138954163,0.6239372491836548,0.5520608425140381,0.690741777420044,0.5715867877006531,0.6869699954986572,0.6750120520591736,0.8720709681510925,0.6785213947296143,0.8601462841033936,0.7206979393959045,0.9072273969650269,0.7228732705116272,0.895988941192627,0.5501600503921509,0.8986911773681641,0.5753034949302673,0.8891247510910034,chair_pose
0.34810972213745117,0.31832000613212585,0.35584360361099243,0.30269578099250793,0.3584744334220886,0.30234265327453613,0.3612036108970642,0.3024464249610901,0.3552930951118469,0.3030102252960205,0.3574641942977905,0.30286023020744324,0.35991546511650085,0.30271172523498535,0.38312163949012756,0.30701175332069397,0.3817521333694458,0.30582547187805176,0.35624203085899353,0.3363618850708008,0.3546452522277832,0.3377446234226227,0.43224188685417175,0.36539512872695923,0.42970627546310425,0.36907798051834106,0.37440672516822815,0.2417263686656952,0.3813731074333191,0.2495311051607132,0.35551053285598755,0.11254633218050003,0.36329954862594604,0.1410791277885437,0.35483795404434204,0.07389771938323975,0.3637802004814148,0.1143646240234375,0.3650774359703064,0.06478112936019897,0.37284648418426514,0.10784941911697388,0.36582350730895996,0.0795975923538208,0.3740454316139221,0.11687005311250687,0.5589213967323303,0.6193389892578125,0.5472649335861206,0.6132234334945679,0.39404869079589844,0.7276008129119873,0.3992511034011841,0.7241842746734619,0.4601208567619324,0.9041138887405396,0.4568308889865875,0.8895283937454224,0.4825257956981659,0.9397760033607483,0.4817314147949219,0.927879810333252,0.38843825459480286,0.9324262738227844,0.395840585231781,0.9259858131408691,chair_pose
0.2560262382030487,0.31044885516166687,0.27765870094299316,0.29051950573921204,0.284904807806015,0.28959327936172485,0.29224658012390137,0.28863370418548584,0.2720772325992584,0.29120007157325745,0.2752391993999481,0.29085907340049744,0.2784596085548401,0.2901756763458252,0.3361929953098297,0.29026809334754944,0.32714924216270447,0.28915050625801086,0.2831326127052307,0.32637113332748413,0.2747149169445038,0.328522652387619,0.4711792469024658,0.36835289001464844,0.43144336342811584,0.36215126514434814,0.3215002417564392,0.2579858899116516,0.3004087209701538,0.2522122263908386,0.20842376351356506,0.12560707330703735,0.2166942059993744,0.1371910274028778,0.1946917176246643,0.09044623374938965,0.2024441361427307,0.10124003887176514,0.21770447492599487,0.07711917161941528,0.2233142852783203,0.0913127064704895,0.22626398503780365,0.0902058482170105,0.23079141974449158,0.10086041688919067,0.7183507084846497,0.6281094551086426,0.6696882843971252,0.6153180003166199,0.4540526568889618,0.7457975149154663,0.4413622319698334,0.7428525686264038,0.5665417909622192,0.9317523241043091,0.566758394241333,0.9162305593490601,0.6046463847160339,0.9615035653114319,0.6071861982345581,0.9457751512527466,0.39307498931884766,0.9610108137130737,0.4080479145050049,0.9535422325134277,chair_pose
